,credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,debtToIncome,loanToIncome,debtToCredit,debtToFico,Probability_of_Default,Prediction,Actual
7642,0,4444.967999,2460.232605,80873.28236,7,587,0.030420832853654937,0.05496213173608601,0.0,4.191196942078365,5.7823883e-05,0,0
2060,0,3714.799169,5503.969478,84515.29502,6,761,0.06512394563253339,0.04395416436895731,0.0,7.232548591327201,5.9625854e-05,0,0
1496,1,3762.040478,5165.442589,63315.46831,5,662,0.08158263259949977,0.05941739954572564,0.0001935942531099923,7.802783367069487,7.5992175e-05,0,0
2579,2,1577.123315,9766.653693,70241.24162,6,650,0.13904443412086712,0.022452953259740515,0.00020477842901642443,15.025621066153846,6.959295e-05,0,0
4679,0,1330.547468,1437.037198,27324.9745,5,717,0.05259061442125042,0.0486934568959982,0.0,2.004235980474198,7.573687e-05,0,0
9162,1,5357.604419,8624.353198,85459.28375,5,518,0.10091768640642276,0.06269189471179017,0.00011595072430845032,16.6493304980695,0.0002986316,0,0
3519,0,5458.843604,6475.293708,95978.17894,5,703,0.06746631140030256,0.0568758822504077,0.0,9.210944108108109,6.6109555e-05,0,0
7849,1,4543.089872,7879.512022,72670.0585,6,567,0.1084285906003502,0.06251666732867704,0.00012691141243365692,13.896846599647267,6.996078e-05,0,0
4063,0,2777.664852,3647.400903,48735.91999,4,661,0.07484009543163238,0.05699420166008853,0.0,5.51800439183056,6.391965e-05,0,0
2950,0,5890.048744,3100.637381,114135.6027,5,650,0.027166259323568632,0.05160570939009901,0.0,4.770211355384616,6.3848376e-05,0,0
6936,2,5335.826055,12594.29201,76105.52748,3,586,0.16548458997685406,0.07011088723354841,0.00015880209847540292,21.49196588737201,0.0010409376,0,0
5895,0,3774.124199,3464.641023,62234.18127,5,690,0.05567103081132894,0.060643911785810176,0.0,5.0212188739130434,5.469704e-05,0,0
9844,1,3080.506872,4105.084613,44508.24578,5,640,0.09223200198208306,0.06921204864434898,0.00024360033818382102,6.4141947078125,0.00010976514,0,0
8388,1,4526.932193,7790.804597,68374.29606,5,642,0.11394347065984259,0.0662080994446731,0.00012835644734114746,12.135209652647976,6.1202954e-05,0,0
1162,0,3423.089071,6903.16391,58639.42002,2,638,0.11772224056181926,0.0583752204546446,0.0,10.820006128526646,0.00022739888,0,0
3518,1,4308.483,6722.099901,70094.84815,7,613,0.09590005654359919,0.06146647169817715,0.00014876303755188716,10.965905221859705,6.0944014e-05,0,0
9524,0,5242.818245,3633.378212,84675.29239,5,640,0.042909544324515325,0.06191674214542385,0.0,5.67715345625,6.729357e-05,0,0
2450,0,3992.953089,5587.809483,79183.96307,4,679,0.07056743899090122,0.0504262849975084,0.0,8.229469047128129,6.035012e-05,0,0
8545,2,4281.751447,13304.12675,81751.87963,5,682,0.1627378698840077,0.052374960262427425,0.00015032929538197614,19.507517228739,0.00018051013,0,0
8338,3,3021.023187,9165.221004,49108.40639,4,629,0.18663242564243188,0.061517434774979264,0.0003273243491554325,14.571098575516695,0.0064825886,0,0
1172,1,7185.78804,7798.122725,113086.052,5,554,0.06895742301623546,0.06354265546382325,0.00012823599156680366,14.076033799638989,9.3398616e-05,0,0
1437,0,5782.854445,901.5227548,90152.27548,2,656,0.01,0.06414540746986368,0.0,1.3742724920731708,0.00025002484,0,0
7473,0,3630.282081,5641.07292,60927.68699,4,675,0.09258636259941827,0.0595834547534331,0.0,8.357145066666666,6.035012e-05,0,0
4064,2,4918.906884,10567.93363,69760.91919,4,707,0.15148787820896256,0.07051092418382453,0.00018925175630574054,14.947572319660537,9.532325e-05,0,0
1116,5,5589.77037,18927.55091,65571.2422,3,626,0.2886562809389633,0.08524728497518079,0.0002641651856478879,30.235704329073485,0.9997886,1,1
7221,5,4165.508378,19663.68843,64880.18676,4,601,0.3030769393858015,0.06420308858556067,0.0002542757945844853,32.71828357737105,0.9996697,1,1
6184,0,5678.129268,2746.061052,75029.00213,4,526,0.03659999432275537,0.07567912549552124,0.0,5.2206483878327,0.00036163384,0,0
9738,1,2982.549944,3093.66087,41182.77927,5,596,0.07512025474816868,0.07242225990737511,0.00032324163572589645,5.190706157718121,0.00016238423,0,0
3139,0,3763.844532,4010.614461,66600.11237,6,605,0.06021933474704736,0.056514086809490466,0.0,6.629114811570248,6.2831714e-05,0,0
601,1,4342.551197,7797.452347,70008.54597,5,711,0.11137857870011122,0.062028872858763066,0.00012824701652517837,10.966880938115331,5.8616413e-05,0,0
2112,0,3003.105884,4443.347002,48031.44409,4,678,0.09250912784704493,0.06252374753448726,0.0,6.553609147492626,6.360657e-05,0,0
4477,0,4754.778961,698.3423728,69834.23728,4,707,0.01,0.06808664555088845,0.0,0.9877544169731259,6.816432e-05,0,0
6924,0,5251.341159,8988.836585,110189.221,4,521,0.08157636929840895,0.047657485109183224,0.0,17.25304526871401,0.0006466814,0,0
3303,1,3167.060798,4494.991825,56523.68903,6,621,0.07952403500440813,0.05603068115952374,0.0002224698150591186,7.238312117552335,8.322942e-05,0,0
1564,1,5805.273483,12049.71987,94527.40731,5,695,0.1274732928036763,0.06141365396769815,8.298948114882606e-05,17.337726431654676,0.0001118435,0,0
338,0,7870.565358,5059.104252,96649.44895,6,736,0.05234488460060692,0.08143414622127547,0.0,6.873782951086957,7.299808e-05,0,0
737,0,4045.61329,6505.040745,73112.19811,3,615,0.08897339860050339,0.05533431348778798,0.0,10.577302024390244,0.000110821165,0,0
3279,2,5658.445065,10867.19012,76499.93686,4,654,0.1420548900568073,0.0739666632059492,0.00018404021443585458,16.61649865443425,0.00018801763,0,0
7629,1,1453.818047,4156.734201,27858.46481,3,595,0.14920901885117194,0.05218586368327595,0.00024057347707231953,6.986107900840336,0.00036746377,0,0
3042,3,1135.931819,4301.981196,22350.15771,5,719,0.1924810219157957,0.05082433125256009,0.000697353117858677,5.983283999999999,0.0026461869,0,0
2396,1,3868.511241,3869.09681,60554.29883,4,636,0.06389466783955494,0.06388499769207881,0.0002584582524312696,6.083485550314466,0.00014883948,0,0
7684,1,5416.752289,9655.122537,99014.40994,5,673,0.09751229687528044,0.05470670675391998,0.00010357196360458786,14.346393071322435,6.3848376e-05,0,0
2513,2,3043.618275,6525.44048,46397.91049,6,722,0.14064082651753054,0.06559817549663106,0.00030649271970679287,9.03800620498615,8.7843015e-05,0,0
7157,1,3286.66644,7496.786582,64586.14529,5,661,0.11607422223974624,0.05088810340425876,0.00013339048525151147,11.341583331316187,5.4966273e-05,0,0
9992,1,2730.172218,4015.958697,50767.13518,6,569,0.07910548197689339,0.053778339240926225,0.0002490065449993347,7.0579238963093145,9.1614565e-05,0,0
4242,4,3998.662859,12974.05971,50026.39709,4,679,0.2593442755163642,0.07993105823324044,0.00030830750662546474,19.107598983799704,0.9988311,1,1
5130,1,4843.668876,5190.5122,66071.00102,6,728,0.07855961193063819,0.07331005738105585,0.00019265921386332546,7.12982445054945,7.516839e-05,0,0
6114,0,4396.170829,5423.402521,58625.66513,3,635,0.0925090147629682,0.07498713778771927,0.0,8.540791371653544,0.00012339458,0,0
566,1,3920.750509,6148.309852,65890.53226,5,656,0.0933109756609515,0.0595040042100276,0.00016264632461142266,9.372423554878049,5.4966273e-05,0,0
1653,1,3036.470743,4871.333628,54448.11015,7,670,0.08946745102042812,0.05576815677596112,0.00020528259330300996,7.27064720597015,5.377785e-05,0,0
8425,4,4467.987174,22682.1544,81300.10323,1,619,0.27899293480392795,0.05495672202727657,0.00017635009132994882,36.64322197092084,0.99953616,1,1
2556,1,3443.328633,8095.347202,79020.98086,7,622,0.10244554185352844,0.04357486575749397,0.00012352774687081296,13.015027655948552,5.473372e-05,0,0
4497,2,2315.68533,6392.655658,35446.46069,5,746,0.18034679721362049,0.06532909872870017,0.0003128590224466616,8.569243509383378,0.001724427,0,0
8268,0,9357.939122,9355.688701,107740.8142,2,659,0.08683514015063012,0.08685602750902545,0.0,14.196796207890742,0.00025002484,0,0
7943,2,2430.88817,8071.653655,52587.55152,5,678,0.15348981691855731,0.04622554387373387,0.00024778070089282096,11.905093886430679,8.201578e-05,0,0
7805,5,4501.352269,21503.32392,68343.72518,3,611,0.3146349407113193,0.0658634316046511,0.00023252219138779546,35.19365617021276,0.9997886,1,1
2539,1,2981.790117,4873.154013,47116.00597,5,618,0.10342884361002216,0.06328613929836464,0.00020520590921861348,7.885362480582525,0.00010500976,0,0
153,5,7880.378251,35666.00602,110619.2778,4,594,0.3224212517865489,0.07123874253859937,0.00014018951259067835,60.04378117845118,0.99935013,1,1
5514,0,2849.068155,898.4713185,42135.1012,5,660,0.02132358278280343,0.06761745133769846,0.0,1.3613201795454546,5.7932222e-05,0,0
8695,1,3322.904384,5969.510947,62685.44823,6,690,0.09522961254256632,0.05300918279802176,0.00016751791040814723,8.65146514057971,5.4370554e-05,0,0
8881,1,3522.603139,8298.133844,89064.78439,5,580,0.0931696393903997,0.03955102078926169,0.00012050902272720682,14.30712731724138,6.979632e-05,0,0
60,1,4689.997284,7454.473944,89940.20848,8,515,0.08288255130804652,0.05214572395663186,0.00013414762832525369,14.47470668737864,0.0001154972,0,0
9251,1,4120.605738,8255.551696,88115.23073,5,662,0.09369040547934795,0.04676383076866966,0.00012113060844674043,12.470621897280967,5.806956e-05,0,0
3758,0,2621.393717,1866.323092,58666.32368,5,576,0.03181251141932813,0.04468310868256539,0.0,3.2401442569444447,6.979632e-05,0,0
2281,2,4804.081915,9555.569754,81945.89232,7,711,0.11660828241012192,0.058625048541054194,0.00020930201458293913,13.439619907172997,5.7631365e-05,0,0
397,1,3921.39497,7101.469091,64138.13594,5,719,0.11072147618451662,0.06113983377484481,0.00014081593360271656,9.876869389429764,5.5483903e-05,0,0
2282,1,4962.296059,8410.487457,81682.94685,5,782,0.10296503470234436,0.06075069828360386,0.00011889917262378246,10.755099049872122,6.337045e-05,0,0
3468,5,3857.227759,16270.0729,61828.35392,4,541,0.2631490548988563,0.062386065849187655,0.00030731269802730877,30.0740719038817,0.99967563,1,1
2697,1,4303.567189,9689.864564,82028.55478,5,656,0.11812794446992449,0.052464257118050375,0.00010320061682959143,14.77113500609756,5.806956e-05,0,0
213,0,3924.027779,1269.6574,50712.61537,1,677,0.02503632263365951,0.07737774418397148,0.0,1.8754171344165436,0.0010703737,0,0
6935,0,2375.283135,4944.9387,48555.27972,3,641,0.10184142133493201,0.04891915253495321,0.0,7.71441294851794,0.00010157006,0,0
5677,1,2950.430976,3853.719637,45301.19086,6,578,0.0850688373493235,0.065129214486173,0.00025948955663481236,6.667335012110727,0.00010221044,0,0
2106,5,5815.877479,27208.82845,94030.36161,3,674,0.2893621590316885,0.06185105937507624,0.00018376388418149623,40.369181676557865,0.9996934,1,1
4418,0,4300.709449,1882.596048,74562.81476,5,609,0.025248457345120757,0.05767901148639524,0.0,3.091290719211823,6.335885e-05,0,0
2449,1,3722.056489,6122.425382,57143.59553,5,722,0.10714105973233289,0.06513514689578723,0.00016333396286707084,8.479813548476455,5.5483903e-05,0,0
4278,1,3021.646469,5678.72175,70885.42598,6,769,0.08011127353036188,0.04262718925964476,0.0001760959673715304,7.384553641092327,5.515272e-05,0,0
7937,5,6091.578359,22187.51491,88700.23281,3,552,0.2501404360180957,0.06867601319658814,0.00022535196123953837,40.19477338768116,0.99979454,1,1
1472,0,5415.388702,2411.783162,76055.96124,4,631,0.03171063941180687,0.07120268567655538,0.0,3.822160320126783,8.5382475e-05,0,0
5347,0,1112.383352,1322.757658,24520.80048,5,584,0.05394430981479932,0.04536488737010432,0.0,2.2649959897260272,0.00010041375,0,0
4212,0,5035.051444,2287.790643,95369.60385,4,592,0.023988677216257512,0.05279513850051501,0.0,3.8645112212837835,7.3679184e-05,0,0
784,1,1363.379442,2792.260064,28871.86255,6,749,0.09671215562087108,0.04722173498986818,0.0003581328304239214,3.7279840640854474,0.000117459305,0,0
5494,3,4843.807472,14716.02156,67207.88749,1,503,0.21896271568109663,0.07207200899925208,0.00020385944582701468,29.256504095427434,0.9990491,1,1
4128,2,2564.695146,9070.807022,75641.34157,10,632,0.11991864281790528,0.033905997603527166,0.00022048754814751032,14.352542756329115,7.2502604e-05,0,0
7833,5,6272.920481,24892.17654,72947.45246,2,631,0.34123435021462023,0.08599231733883637,0.00020086632408240182,39.44877423137876,0.99980026,1,1
2162,0,5616.409348,7368.403962,91952.85331,5,668,0.08013241239136921,0.06107922860278668,0.0,11.030544853293414,6.729357e-05,0,0
6063,2,5590.219288,14997.34459,90694.18814,3,653,0.1653616940354476,0.06163812039830671,0.00013335694115700785,22.966837044410415,0.0009526133,0,0
6040,1,5714.371635,10638.46288,83663.09817,3,659,0.12715836626541221,0.06830217575003773,9.39985420149344e-05,16.14334276176024,0.00022054347,0,0
5508,2,4780.711783,14216.07428,76300.04616,3,560,0.18631802987627447,0.06265673513453612,0.00014068581526854542,25.38584692857143,0.013310297,0,0
299,0,6724.54209,3738.62143,87012.98514,2,760,0.04296624720993913,0.07728205254859964,0.0,4.91923872368421,0.00025520733,0,0
2574,0,4297.74561,7731.354184,83264.40899,4,536,0.09285304823251109,0.0516156382076303,0.0,14.424168253731343,0.00029189946,0,0
6939,1,2845.674586,3916.329676,43372.74125,4,697,0.09029472343992091,0.06560974713582347,0.0002553411185294708,5.618837411764706,0.00012685976,0,0
937,0,3144.366712,1743.9518,54596.80584,2,633,0.03194237782171324,0.05759250314413632,0.0,2.7550581358609794,0.00023244646,0,0
1717,2,2887.668191,8143.456508,58097.21504,7,730,0.1401694814870768,0.04970407254481712,0.00024559595769133567,11.155419873972603,5.575669e-05,0,0
6023,0,4174.699173,6341.808271,59909.2801,3,605,0.10585685991242615,0.06968368115977411,0.0,10.482327720661157,0.00012339458,0,0
6187,0,2919.040948,2909.941827,62653.73744,7,640,0.04644482429777936,0.04659005300035617,0.0,4.5467841046875,5.0164435e-05,0,0
5371,0,2967.348311,3767.05805,59817.24291,4,645,0.06297612304980106,0.04960690541128118,0.0,5.84040007751938,6.391965e-05,0,0
8040,0,4083.172444,5080.310638,73693.04741,2,604,0.06893880517296415,0.05540783815442977,0.0,8.41111032781457,0.00023244646,0,0
2230,5,2764.332625,12330.67287,42652.70515,3,613,0.2890947438535443,0.06481025330699336,0.00040549287558871067,20.115290163132137,0.99976057,1,1
7417,0,5684.539839,2479.305945,87469.20461,4,674,0.02834490099749405,0.06498904230746955,0.0,3.6784954673590504,7.825477e-05,0,0
4671,1,2044.082793,2722.489048,29622.6212,6,611,0.09190574424926312,0.06900411611785387,0.0003673109358271329,4.4557922225859246,0.00017501913,0,0
4992,0,4875.976629,912.1101742,91211.01742,6,588,0.009999999999999998,0.05345819799978282,0.0,1.5512077792517005,6.637904e-05,0,0
4049,0,3145.44187,705.9337988,45703.27225,6,681,0.0154460230973943,0.06882312174047887,0.0,1.0366135077826726,5.7304365e-05,0,0
8256,1,2946.75845,4886.771321,64082.68312,7,624,0.07625728329522542,0.04598369335569106,0.00020463408952710435,7.8313642964743595,7.2502604e-05,0,0
5293,0,2657.701707,5247.59218,64945.31946,4,723,0.08080015963632307,0.04092214387577054,0.0,7.258080470262794,6.121831e-05,0,0
2980,0,2862.243804,3080.385117,65938.02378,5,617,0.04671637001554067,0.04340809202213552,0.0,4.992520448946515,5.997291e-05,0,0
8553,5,3343.699605,18633.97338,55782.01161,3,481,0.33404986378546986,0.05994225572891633,0.000268327097932132,38.74006939708939,0.9997876,1,1
1659,5,2734.692991,15139.97928,55842.21763,3,462,0.2711206668100942,0.04897178348323413,0.0003302514427219216,32.77051792207792,0.99977154,1,1
6572,0,3224.092951,3204.11357,77522.66086,4,662,0.041331315701177804,0.041589038807923084,0.0,4.8400507099697885,6.391965e-05,0,0
8255,1,6982.214944,9115.62331,104349.1585,7,639,0.08735694126369022,0.06691203881629769,0.0001097017687098788,14.265451189358373,6.141489e-05,0,0
2747,1,3672.703187,5983.827291,62968.16042,6,610,0.09502941250129662,0.058326353549205366,0.0001671171227659017,9.809552936065574,6.2831714e-05,0,0
2969,1,5086.040826,9348.18824,87555.17504,7,664,0.10676911142864182,0.058089551230711585,0.00010697259985855827,14.078596746987952,5.2996635e-05,0,0
7697,0,6220.576007,6170.666316,80511.2396,4,673,0.07664353879852571,0.07726344840677375,0.0,9.168894971768202,7.825477e-05,0,0
6505,0,3526.172736,6447.454504,73107.33336,4,684,0.0881916246657639,0.04823281843199211,0.0,9.426103076023391,6.035012e-05,0,0
5478,1,4088.863146,7941.186275,71828.84737,6,537,0.11055706120542193,0.056925083663638916,0.0001259257704542386,14.78805637802607,9.213611e-05,0,0
811,1,3399.529455,6686.197074,67981.82167,4,718,0.09835272003236978,0.05000644836353647,0.00014956184942388373,9.312252192200557,6.121831e-05,0,0
9863,4,5425.211183,16677.23006,78000.93479,7,738,0.21380807941468521,0.06955315596673506,0.0002398479834846147,22.5978727100271,0.01979795,0,0
1012,0,1849.556575,2324.825243,41796.39935,4,619,0.05562262010973919,0.04425157678085972,0.0,3.7557758368336023,6.974176e-05,0,0
3004,1,4914.652678,7031.477411,72864.93106,4,789,0.09650015870062363,0.06744880708050176,0.00014221762249219577,8.91188518504436,6.816432e-05,0,0
5564,2,4690.843493,14184.0362,86070.60013,3,585,0.16479536773969974,0.054499951039205095,0.00014100358824521331,24.246215726495727,0.0010833085,0,0
2542,0,5625.940866,5332.969872,93057.234,6,613,0.057308493308537406,0.06045678153296497,0.0,8.699787719412724,7.6922865e-05,0,0
5540,1,4120.470548,7909.297158,70682.91706,6,643,0.11189828443676288,0.0582951400336561,0.0001264334845465418,12.30061766407465,6.0837636e-05,0,0
9177,2,1186.417866,12884.02343,96859.42375,8,661,0.13301775842951988,0.012248863559855733,0.0001552310123360277,19.491714720121028,5.7564033e-05,0,0
5292,1,6946.290875,11662.78157,120237.5832,7,652,0.09699780434375863,0.05777137805111838,8.574283879004347e-05,17.887701794478527,6.686588e-05,0,0
1971,1,3855.298781,8472.845122,72030.72158,6,658,0.11762821385302581,0.05352297875730929,0.00011802410944624369,12.876664319148936,5.7586425e-05,0,0
8260,5,5299.605945,24534.14902,73401.96116,3,731,0.33424378085104556,0.07219978678019288,0.00020379757194447822,33.562447359781125,0.9991386,1,1
5431,0,1291.864903,1395.42551,16667.18349,4,642,0.08372293440203796,0.0775094906572004,0.0,2.173559984423676,9.692131e-05,0,0
2806,0,2452.617451,2830.522546,49139.98245,6,714,0.057601211984152835,0.04991083286396249,0.0,3.9643172913165268,5.515272e-05,0,0
8741,0,3041.441958,827.0614101,82706.14101,4,624,0.009999999999999998,0.03677407651787621,0.0,1.3254189264423077,6.974176e-05,0,0
1062,0,4618.718542,5611.964595,68462.31149,4,638,0.08197159097994693,0.06746366638051123,0.0,8.7961827507837,7.117215e-05,0,0
2077,5,3522.888951,14442.74236,56604.01417,3,538,0.255154030536135,0.06223744027092557,0.00034619464055855387,26.845246022304835,0.99976224,1,1
4501,1,3512.698306,9801.535176,86625.67866,5,650,0.11314814876626098,0.040550312105341255,0.00010202483407380877,15.079284886153845,5.4966273e-05,0,0
6420,1,1160.213127,3623.725926,32827.47289,6,676,0.11038699013300747,0.03534274876679367,0.00027595905993471094,5.360541310650888,9.864771e-05,0,0
9701,4,3504.961541,13380.91761,54919.41526,2,611,0.24364639620891695,0.06382008119363214,0.0002989331611316901,21.90002882160393,0.99970275,1,1
5511,1,3435.821026,5302.365261,55317.33897,6,650,0.09585358514580045,0.06211110458265777,0.0001885950798891974,8.157485016923077,7.712389e-05,0,0
3045,4,5179.997523,16088.36032,74353.70478,5,577,0.2163760416189446,0.06966697272619748,0.0002486269526812786,27.882773518197574,0.99605113,1,1
9549,5,4022.968374,14623.97896,53127.20865,3,604,0.2752634541058276,0.07572331534493296,0.0003419042118206111,24.211885695364238,0.9997967,1,1
35,0,2979.485594,5964.402963,60680.19975,4,673,0.0982924081920149,0.04910144670379073,0.0,8.862411534918277,6.391965e-05,0,0
6038,0,3446.169519,5675.628627,66417.83766,5,664,0.08545337859468037,0.0518862046765405,0.0,8.54763347439759,5.4966273e-05,0,0
3602,1,4156.854167,9168.760973,100945.5319,5,640,0.09082879450358318,0.04117917939268395,0.00010906599080778545,14.326189020312501,5.806956e-05,0,0
1117,4,4852.106397,16552.88405,69088.24481,2,585,0.23959045559084888,0.07023056397428834,0.00024164973233168995,28.29552829059829,0.9997198,1,1
9142,0,4512.01409,3429.413181,62729.03524,2,599,0.05467026820800185,0.07192863835283177,0.0,5.725230686143573,0.00023244646,0,0
7873,5,4677.168299,17867.04835,62074.26083,3,608,0.2878334451526002,0.0753479499628542,0.000279844767980381,29.386592680921055,0.99979085,1,1
510,1,6321.090467,8821.469102,84052.91329,3,626,0.10495137832479523,0.07520370466150204,0.00011335980304836985,14.091803677316292,0.00013567336,0,0
3556,1,3770.647826,6906.47972,71911.76639,7,669,0.09604102453197993,0.05243436526855143,0.00014479156394308504,10.323587025411062,5.0164435e-05,0,0
7309,1,3694.426234,7056.600985,62996.50234,5,675,0.112015758381547,0.058644942128068,0.00014171128594711097,10.454223681481482,5.189671e-05,0,0
8571,1,4265.39996,6070.146008,70501.76332,6,504,0.08609920833395689,0.06050061387315667,0.0001647406831206489,12.043940492063491,0.00022588257,0,0
945,1,1920.913361,5224.210359,51574.82545,5,624,0.10129380591049582,0.037245174253905305,0.00019141648809704832,8.372131985576923,8.6864915e-05,0,0
588,1,5328.079615,5954.959372,81099.22742,7,661,0.07342806536442342,0.0656982783252265,0.0001679272581945669,9.009015691376703,6.141489e-05,0,0
7280,2,4601.529587,10040.56533,70818.68656,4,659,0.1417784742660158,0.06497620628845506,0.00019919197119551036,15.236062716236722,0.0001244625,0,0
6324,1,5119.231039,10090.00557,88311.36317,5,634,0.11425489549489422,0.057967976659418614,9.910797303950349e-05,15.914835283911671,9.9060024e-05,0,0
5124,5,5151.188092,21132.01208,76747.05887,3,558,0.27534621379817315,0.06711902928717405,0.00023660785262999905,37.870989390681004,0.99979454,1,1
2224,5,2625.417782,12139.7497,42782.70921,2,518,0.28375364543679865,0.06136632837142386,0.00041187010634988625,23.43581023166023,0.9997738,1,1
3428,2,4530.828003,13500.47786,74703.14665,2,628,0.18072167593224137,0.060651099802099165,0.00014814290432827685,21.497576210191085,0.0066037835,0,0
4816,0,4801.636136,5757.517684,70954.82243,4,622,0.08114343023943214,0.0676717377559083,0.0,9.25645929903537,7.7654804e-05,0,0
2553,1,4413.299358,8010.841784,73390.66901,6,566,0.10915340999151359,0.06013433884079537,0.00012483082639296324,14.153430713780919,6.637904e-05,0,0
3838,0,4616.416986,1940.684212,55537.74716,5,639,0.03494351699951093,0.08312215064648655,0.0,3.0370644945226917,6.1202954e-05,0,0
4927,0,4185.451712,874.3693192,87436.93192,3,537,0.009999999999999998,0.04786823622573421,0.0,1.6282482666666667,0.00029189946,0,0
8409,0,5355.264587,964.5437711,91171.35806,5,680,0.010579460387825224,0.058738453621319235,0.0,1.4184467222058823,6.517201e-05,0,0
8009,0,5766.310718,9517.063373,91858.68173,4,518,0.1036054860984559,0.0627737151176293,0.0,18.372709214285717,0.0007392231,0,0
7522,1,4440.085336,4963.306086,78779.23803,8,631,0.06300271759559185,0.05636111045284758,0.00020147860774105805,7.865778266244057,7.659589e-05,0,0
6132,0,4373.320821,7531.682755,68843.91116,3,584,0.10940230774360903,0.0635251650772132,0.0,12.896717046232876,0.000120895056,0,0
7957,1,4174.606896,8662.346985,88245.73938,5,697,0.09816164548974513,0.04730661134837896,0.00011544215461833061,12.428044454806313,5.92734e-05,0,0
4044,0,5860.797802,3254.560718,103259.3842,6,594,0.03151830454166121,0.056758016207499325,0.0,5.479058447811448,7.298472e-05,0,0
3906,5,4388.660393,19275.03641,68091.41961,4,479,0.2830758489160541,0.06445247313298011,0.0002594028822381872,40.240159519832986,0.9997011,1,1
9362,0,3785.191967,4684.040999,76554.59766,4,679,0.061185626235057924,0.04944434537832826,0.0,6.898440351988218,6.035012e-05,0,0
7622,0,5604.037762,8054.452901,92942.16142,3,684,0.08666091661675926,0.060295969841670585,0.0,11.775515937134502,0.00012692559,0,0
265,1,5652.163333,7471.88945,93847.57552,6,733,0.07961728801835327,0.06022705756309559,0.00013383495656510284,10.193573601637107,7.299808e-05,0,0
3557,5,3031.641296,14133.50465,51218.90654,5,610,0.2759431156337216,0.059189887109995294,0.00035376929670448014,23.16967975409836,0.9996809,1,1
8668,0,5869.266686,4062.95886,69411.72708,5,623,0.05853418479729319,0.0845572777527264,0.0,6.52160330658106,7.342297e-05,0,0
3187,1,2313.91068,5858.196071,52610.08266,6,745,0.11135120446130849,0.04398226657338614,0.00017070101237313126,7.863350430872484,5.515272e-05,0,0
6215,1,1719.715333,2798.636762,28383.11892,5,609,0.09860215749679141,0.06058937137413086,0.00035731682424030133,4.595462663382595,0.00022127097,0,0
7541,2,3720.669967,9457.835415,58931.57475,5,622,0.1604884216164612,0.06313542413865328,0.00021146487671249036,15.205523175241156,0.00023350469,0,0
4037,5,3415.130519,15428.57068,65315.6594,5,498,0.236215492911337,0.052286550428671016,0.0003240740897976688,30.98106562248996,0.99913555,1,1
4881,0,3046.29269,5272.233047,61749.06676,2,608,0.08538158264790591,0.04933342072747465,0.0,8.671435932565789,0.00023244646,0,0
2024,0,3578.72256,4446.140833,69315.87283,6,663,0.06414318469168444,0.05162919276479376,0.0,6.706094770739066,5.7586425e-05,0,0
1010,0,5745.512975,6764.830604,76481.7912,3,565,0.08845021145372964,0.07512262572375526,0.0,11.973151511504424,0.00013292514,0,0
1729,1,3907.038189,9475.333088,87298.44936,7,604,0.10853953486534185,0.04475495518698409,0.00010553718700047034,15.687637562913906,6.2807274e-05,0,0
7482,5,3831.805886,18052.60911,62880.40132,4,470,0.2870943685319342,0.06093799984672236,0.0002769682747537206,38.40980661702128,0.99968505,1,1
8954,0,2729.344225,3294.773935,64979.22596,7,573,0.050705035129661305,0.042003335445702804,0.0,5.750041771378709,5.473372e-05,0,0
9178,0,3661.29054,5818.826164,80730.48316,2,623,0.07207718740475824,0.045352020657967285,0.0,9.340009894060996,0.00023244646,0,0
1202,4,6474.593048,19127.43288,80621.09062,1,515,0.23725098150997947,0.08030892410668805,0.00020912372429143246,37.14064636893204,0.9996151,1,1
6560,1,2861.673214,6597.735544,63184.55842,7,716,0.104420062575156,0.04529070528558424,0.0001515671541138691,9.214714446927374,5.0886094e-05,0,0
205,5,3119.189274,14707.21334,52337.50182,2,532,0.28100717131248054,0.0595975957111512,0.0003399692303640711,27.645137857142856,0.99977595,1,1
9720,1,3022.024244,6885.566899,53790.38627,5,696,0.12800738898653757,0.05618149363774777,0.0001452313244019503,9.893055889367817,5.189671e-05,0,0
8257,5,4661.431296,21156.68926,68748.36617,4,600,0.30774097536636774,0.06780424838712934,0.00023633187303333302,35.261148766666665,0.9996697,1,1
4340,0,3908.326312,707.5140021,70751.40021,4,629,0.009999999999999998,0.05524026804274606,0.0,1.1248235327503975,6.974176e-05,0,0
6254,0,4943.749784,5080.746935,63205.6707,4,613,0.08038435283940433,0.07821687087959339,0.0,8.288331052202285,7.7654804e-05,0,0
8037,1,3688.940361,9267.791253,76629.67873,5,677,0.12094258264679011,0.048139838534332846,0.00010790057444121849,13.689499635155094,5.189671e-05,0,0
1963,1,4727.868166,7231.952443,76459.25915,5,605,0.0945856986243111,0.06183512917284133,0.00013827524556911692,11.953640401652892,6.6777626e-05,0,0
1080,2,4371.216805,12473.10696,82025.85119,6,702,0.1520631213092566,0.05329072166376869,0.00016034497310203456,17.76795863247863,8.961086e-05,0,0
9033,1,6938.311053,8843.619185,91677.98834,7,776,0.09646393147504789,0.0756813186963522,0.00011307587754300165,11.396416475515464,6.2298386e-05,0,0
1638,3,2733.180235,11868.70197,54620.61701,3,605,0.21729344375269627,0.050039351157450424,0.00025276563583641825,19.61768920661157,0.9906785,1,1
